100
37.48 93.61
82.97 97.34
64.85 32.23
21.4 55.65
96.16 81.95
17.11 51.27
89.51 40.3
74.49 99.35
35.12 1.5
14.29 48.98
31.6 12.52
0.5 44.6
76.12 23.03
29.86 24.83
88.69 33.09
98.74 80.27
96.74 61.95
86.11 96.7
4.17 73.63
60.33 0.93
27.9 37.95
49.37 61.28
18.73 31.37
31.13 9.01
69.47 24.63
24.03 17.12
67.14 83.58
28.51 48.67
21.97 49.4
32.84 25.03
63.17 49.6
62.61 21.96
56.67 93.93
94.17 95.47
55.7 28.57
47.27 42.55
50.29 84.09
4.4 56.75
71.76 65.44
21.82 24.5
59.18 65.6
37.3 61.49
9.14 47.14
3.5 29.25
52.77 99.69
5.69 1.32
47 4.43
86.22 16.52
39.35 49.09
52.7 7.33
29.75 51.67
68.24 99.02
13.72 28.15
49.47 70.03
27.98 65.72
30.58 59.19
57.85 43.04
94.66 0.07
75.3 69.66
58.43 42.21
59.78 21.56
46.62 11.08
25.98 67.15
29.1 38.27
18.77 30.9
28.98 48.86
59.31 14.97
35.33 24.55
76.02 71.95
26.33 4.63
82 56.21
30.16 84.59
68.72 50.37
72.56 71.04
36.66 8.91
86.89 50.12
90.19 81.28
18.93 46.63
83.51 72.57
58.14 19.04
18.06 71.43
73.22 54.16
20.56 71.78
31.72 48.04
38.37 95.38
55.59 82.7
40.37 82.5
43.47 65.79
4.28 25.36
3.22 74.92
99.14 49.38
97.54 6.08
32.2 20.11
88.16 81.51
34.22 53.84
21.61 55.79
77.55 18.24
74.83 89.07
35.03 71.5
43.8 69.25
