75
97.32 32.09
96.94 33.52
95.9 34.56
94.47 34.94
93.05 34.56
92 33.52
91.62 32.09
92 30.67
93.05 29.62
94.47 29.24
95.9 29.62
96.94 30.67
47.08 7.31
92.93 28.19
3.43 0.83
52.35 29.06
26.87 49.57
22.28 3.32
19.3 20.68
18.61 23.24
16.74 25.12
14.17 25.81
11.61 25.12
9.73 23.24
9.04 20.68
9.73 18.12
11.6 16.24
14.17 15.55
16.74 16.24
18.61 18.11
19.6 46.74
20.82 46.74
22.04 46.74
23.25 46.74
24.47 46.74
24.47 47.89
24.47 49.04
19.6 49.04
19.6 47.89
4.83 0.26
4.46 1.74
3.45 2.89
2.02 3.43
0.51 3.24
59.65 40.65
66.93 0.59
62.36 36.79
24.94 42.13
12.59 3.24
66.68 17.12
30.62 18.77
45.18 14.3
59.55 28.4
51.19 28.56
2.14 9.33
97.35 46.27
31.8 21.22
18.06 11.75
8.21 2.92
2.22 20.1
87.26 38.23
30.74 2.36
30.4 3.86
29.44 5.06
28.06 5.72
26.52 5.72
25.14 5.06
24.18 3.86
23.84 2.36
24.18 0.86
30.4 0.86
28.23 37.98
29.3 37.98
30.37 37.98
31.43 37.98
