50
20.17 43.3
32.96 37
0.66 0.02
4.85 76.93
17.66 4.95
60.73 6.2
30.01 14.98
49.86 58.44
11.73 38.84
10.43 49.69
2.7 79.56
67.95 18.91
89.47 86.42
28.33 43.36
75.77 75.5
84.35 38.32
4.47 2.32
65.84 71.84
78.52 64.78
18.79 99.67
96.8 98.89
69.58 75.69
10.04 22.33
19.19 23.07
19.35 87.34
56.92 2.28
48.52 27.68
70.25 33.1
32.24 89.01
22.87 47.11
9.27 24.64
73.61 31.28
94.82 88.69
18.21 64.86
53.15 97.32
28.15 99.64
14.48 89.55
15.38 34.1
2.04 73.92
72.47 0.02
70.03 52.67
91.91 18.12
72.52 41.83
37.92 67.32
16.61 76.63
16.72 71.65
98.99 100
55.24 1.1
57.77 85.79
87.34 8.04
