145
36.65 43.49
37.134 48.74
37.134 43.49
37.618 48.74
37.618 43.49
38.102 48.74
38.102 43.49
38.586 48.74
38.586 43.49
39.07 48.74
36.65 44.54
39.07 43.49
36.65 45.59
39.07 44.54
36.65 46.64
39.07 45.59
36.65 47.69
39.07 46.64
36.65 48.74
39.07 47.69
20 15.99
75.54 35.91
80.2 42.94
42.23 35.31
53.82 5.45
66.17 30.84
46.94 16.56
49.81 17.08
52.68 17.6
55.55 18.12
58.42 18.64
34.79 21.52
32.44 19.29
30.09 17.06
55.84 16.16
58.185 21.13
58.185 16.16
60.53 21.13
60.53 16.16
62.875 21.13
62.875 16.16
65.22 21.13
55.84 17.4025
65.22 16.16
55.84 18.645
65.22 17.4025
55.84 19.8875
65.22 18.645
55.84 21.13
65.22 19.8875
7.35 19.54
9.0525 23.33
9.0525 19.54
10.755 23.33
10.755 19.54
12.4575 23.33
12.4575 19.54
14.16 23.33
7.35 20.4875
14.16 19.54
7.35 21.435
14.16 20.4875
7.35 22.3825
14.16 21.435
7.35 23.33
14.16 22.3825
62.08 34.24
64.8333 37.67
64.8333 34.24
67.5867 37.67
67.5867 34.24
70.34 37.67
62.08 35.3833
70.34 34.24
62.08 36.5267
70.34 35.3833
62.08 37.67
70.34 36.5267
29.7 7.84
30.9367 17.75
30.9367 7.84
32.1733 17.75
32.1733 7.84
33.41 17.75
29.7 11.1433
33.41 7.84
29.7 14.4467
33.41 11.1433
29.7 17.75
33.41 14.4467
17.15 49.45
18.24 49.45
19.33 49.45
20.42 49.45
83.26 47.55
83.83 48.12
84.4 48.69
84.97 49.26
85.54 49.83
24.13 21.23
21.7 19.27
19.27 17.31
60.48 48.32
52.2809 49.3156
52.2809 47.3244
53.2062 45.5614
54.8448 44.4303
56.8214 44.1903
58.6831 44.8964
60.0035 46.3868
82.04 26.35
83.91 25.62
85.78 24.89
87.65 24.16
89.52 23.43
27.85 22.73
15.47 29.94
58.79 16.34
0.25 19.53
43.6 48.03
46.035 48.03
48.47 48.03
50.905 48.03
53.34 48.03
32.72 16.87
12.95 5.41
6.73 20.27
23.32 33.94
65.34 48.67
1.33 34.39
2.7125 37.5
2.7125 34.39
4.095 37.5
4.095 34.39
5.4775 37.5
5.4775 34.39
6.86 37.5
1.33 35.1675
6.86 34.39
1.33 35.945
6.86 35.1675
1.33 36.7225
6.86 35.945
1.33 37.5
6.86 36.7225
