1000
0.32 29.31
52.54 97.83
53.67 50.1
64.23 0.49
10.14 28.45
25.73 92.07
7.01 61.06
58.38 91.56
13.17 4.88
19.33 7.74
6.33 47.03
0.21 64.31
11.33 18.63
52.38 70.6
38.14 0.85
84.27 90.09
50.52 95.25
46.93 56.15
9.96 48.22
5.87 84.88
98.91 96.88
76.25 29.05
55.89 25.98
18.93 4.99
35.82 72.25
79.39 75.22
15.56 66.18
60.4 20.57
38.76 13.16
30.23 32.25
73.73 43.78
76.98 79.11
14.86 17.85
59.06 88.61
79.02 68.68
66.31 17.79
90.01 63.19
60.86 0.89
16.53 62.52
87.28 93.8
51.76 73.89
49.23 8.37
5.49 78.92
79.95 82.38
50.42 85.5
4.63 98.6
86.73 45.3
44.73 48.33
36.48 76.92
68.11 93.38
43.19 53.27
40.68 63.19
39.82 97.86
73.48 38.19
69.45 62.12
41.39 85.29
69.43 49.54
2.51 95.93
64.38 28.15
79.79 52.87
61.91 10.36
48.57 97.91
1.04 96.6
42.89 3.11
38.01 42.73
14.8 19.77
91.38 99.55
13.28 28.84
27.97 29.39
21.04 58.75
56.08 52.93
4.64 16.24
24.7 84.57
37.42 90.61
47.57 39.52
46.04 40.75
32.84 5.83
96.25 22.88
16.51 97.52
99.33 82.18
6.35 37.87
42.62 36.12
50.2 55.07
89.85 27.51
49.91 74.13
0.77 98.82
58.5 85.56
57.75 88.47
40.03 8.17
2.39 11.82
66.22 88.76
96.68 60.81
14.76 78.12
57.07 65.22
77.25 76
31.54 88.94
20.57 54.18
51.05 68.77
44.25 15.26
40.28 8.57
85.62 95.1
42.63 99.48
34.25 79.58
80.48 18.62
62.97 16.63
54.18 5.43
28.06 67.04
16.22 81.05
75.68 98.58
25.98 46.97
6.24 61.05
11.61 1.6
22.76 99.86
75.88 58.31
33.68 42.84
9.79 24.93
47.04 93.08
66.51 7.49
31.78 62.78
5.33 38.83
11.31 70.93
71.14 83.01
36.37 0.57
87.13 11.2
52.8 10.82
70 36.36
18.63 28.25
50.74 22.8
55.99 82
22.11 78.11
6.48 47.99
60.73 0.17
26.33 0.45
78.14 1.65
10.31 52.44
92.92 63.21
83.73 54.57
69.77 69.48
71.56 58.37
6.75 97.74
48.95 33.9
69.82 67.72
1.01 36.95
4.58 33.68
47.23 92.69
97.7 3.7
57.94 98.96
67.28 77.06
53.91 29.72
77.7 4.31
24.49 49.8
36.03 34.86
32.98 72.32
85.78 60.09
12.01 19.8
0.03 14.03
40.33 95.3
39.53 54.28
54.94 56.04
97.09 6.07
92.29 3.17
96.13 82.1
94.19 56.59
22.13 37.38
2.57 95.52
71.01 38.57
93.33 37.54
78.59 11.77
9.93 76.73
26.13 24.9
8.71 75.76
87.92 2.78
27.06 13.64
8.26 65.84
35.56 37.22
67.92 0.65
51.18 84.53
97.79 98.85
71.97 19.42
56.16 11.39
49.4 62.45
23.06 5.4
81.56 18.99
72.2 67.48
66.19 18.68
31.11 12.43
7.38 90.51
4.7 56.58
32.68 0.38
34.87 62.16
99.38 98.19
75.54 13.49
12.69 10.34
52.07 17.61
24.25 98.14
3.79 92.77
52.93 72.98
88.13 43.1
35.12 17.92
96.03 29.62
4.3 23.04
77.95 53.46
55.4 73.34
85.78 89.78
81.4 11.41
14.02 39.57
61.28 34.99
25.99 9.47
8.32 94.6
75.41 57.38
22.06 55.12
35.23 53.63
6.37 27.23
50.98 57.5
49.33 21.02
30.23 43.42
92.52 10.49
23.99 99.43
8.17 40.67
63.61 12.98
63.79 97.72
3.84 69.88
78.39 35.75
24.58 18.78
85.33 20.46
5.18 67.45
29.37 12.51
75.64 10.18
21.04 62.34
29.51 48.93
31.8 71.37
0.08 51.72
69.01 8.71
8.68 28.67
24.5 29.71
71.41 27.34
15.05 21.96
25.23 29.95
25.95 80.36
31.9 77.3
66.07 58.05
0.34 54.87
11.8 75.93
20.9 37.61
27.66 76
78.79 67.67
5.14 26.64
13.18 0.83
44.66 98.21
13.31 73.38
19.49 19.53
6.87 85.05
5.45 85.3
50.57 39.36
28.48 88.34
98.98 12.95
77.53 76.58
31.38 36.27
23.61 86
53.71 60.39
80.43 78.54
23.64 74.16
1.08 39.97
46.03 27.24
89.41 14.92
53.49 91.24
47.26 3.08
10.76 68.59
42.93 66.34
53.87 94.08
98.28 45.7
89.01 59.51
3.08 16.08
27.85 8.05
17.3 38.55
60.9 28.43
78.78 72.52
97.52 84.78
66.82 25.75
92.78 89.12
81.01 17.1
15.24 29.99
96.48 93.49
47.15 17.68
29.28 63.09
65.34 82.86
80.36 77.32
20.06 59
0.43 32.28
86.36 48.71
33.83 60.06
67.1 75.23
69.09 10.79
86.13 87.64
69.04 94.41
8.29 74.74
90.88 39.36
33.39 91.83
88.47 46.17
70.75 46.94
67.15 92.33
38.18 62.1
98.4 99.03
54.43 37.32
52.66 40.59
66.77 89.84
35.94 49.69
23.86 52.04
73.64 13.84
92.12 93.26
22.08 37.48
70.86 30.29
79.93 41.31
16.02 39.73
62 58.38
61.7 92.95
67.33 58.32
65.56 7.4
31.21 11.54
98.98 47.36
65.2 42.13
16.64 53.99
83.79 31.46
30.58 83.22
27.44 11.17
85.1 38.51
60.38 6.44
47.91 84.36
86.35 13.37
54.87 97.33
85.08 0.69
61.19 59.09
15.73 70.82
84.5 6.28
81.05 76.29
39.57 17.17
26.66 98.75
88.64 35.99
44.27 38.64
44.26 63.5
25.91 18.54
98.04 67.1
4.6 17.64
95.12 89.91
58.92 41.78
34.1 84.08
51.15 95.98
73.55 41.47
61.04 73.92
6.11 83
5.05 68.34
11.01 28.72
62.23 52.51
36.83 67.64
47.53 64.59
11.78 46.55
51.61 99.01
47.98 37.72
6.5 9.14
29.76 19.12
33.81 53.8
63.27 77.25
86.58 90.31
73.71 19.88
24.23 98.26
54.6 75.63
53.58 63.98
99.59 3.75
81.39 66.95
78.27 33.66
60.65 50.47
31.66 9.96
48.14 19.97
41.63 12.49
54.67 46.98
54.19 7.22
97.58 80.23
72.33 16.42
86.79 5.22
60.06 87.62
50.85 37.76
39.06 16.92
4.61 85.91
40.31 11.8
33.04 26.59
1.59 25.24
99.12 19.94
82.65 4.9
56.23 91.57
33.22 4.6
87.25 11.44
7.9 25.39
44.57 52.77
30.14 43.2
17.74 7.91
33.42 60.52
42.33 68.42
99.33 38.22
74.19 69.34
10.12 69.73
44.59 99.55
94.36 9.87
83.38 98.1
61.31 38.15
59.84 24.16
83.65 14.89
27.4 66.87
24.25 1.82
84.63 8.23
38.57 65.26
1.91 83.74
57.49 3.33
76.03 87.95
51.77 73.99
90.75 48.09
82.59 74.06
23.98 39.5
53.16 12.94
74.55 55.08
70.15 73.86
40.45 20.17
5.2 28.16
99.62 3.4
21.28 82.17
91.44 46.31
44.53 40.05
90.27 18.01
29.27 18.46
27.8 56.12
53.79 71.16
66.73 2.86
55.72 9.27
16.94 88.92
56.96 5.6
39.12 99.35
67.82 37.59
55.67 77.22
40.94 60.65
1.71 7.67
82.01 54.59
81.47 82.99
6.55 94.42
38.96 33.64
