156
19.96 5.97
73.48 21.16
49.07 44.43
72.79 43.25
8.46 16.5
9.1375 16.5
9.815 16.5
10.4925 16.5
11.17 16.5
11.17 18.0725
11.17 19.645
11.17 21.2175
11.17 22.79
10.4925 22.79
9.815 22.79
9.1375 22.79
8.46 22.79
8.46 21.2175
8.46 19.645
8.46 18.0725
93.51 33.22
13.94 43.31
97.19 42.8
56.08 26.96
57.76 26.15
59.44 25.34
13.43 6.48
14.9475 6.48
16.465 6.48
17.9825 6.48
19.5 6.48
19.5 7.1275
19.5 7.775
19.5 8.4225
19.5 9.07
17.9825 9.07
16.465 9.07
14.9475 9.07
13.43 9.07
13.43 8.4225
13.43 7.775
13.43 7.1275
70.47 27.24
70.2383 28.2553
69.589 29.0695
68.6507 29.5213
67.6093 29.5213
66.671 29.0695
66.0217 28.2553
65.79 27.24
66.0217 26.2247
66.671 25.4105
67.6093 24.9587
68.6507 24.9587
69.589 25.4105
70.2383 26.2247
59.79 14
49.46 45.91
8.03 1.11
86.19 19.33
21.3 37.37
93.94 32.54
65.62 30.12
65.0841 32.12
63.62 33.5841
61.62 34.12
59.62 33.5841
58.1559 32.12
57.62 30.12
58.1559 28.12
59.62 26.6559
61.62 26.12
63.62 26.6559
65.0841 28.12
98.06 33.27
98.06 40.86
98.06 38.33
98.06 35.8
76.8 13.36
97.92 42.87
15.1 19.61
7.76 39
54.67 35.9
68.59 2.35
69.8567 2.35
71.1233 2.35
72.39 2.35
72.39 3.58
72.39 4.81
72.39 6.04
71.1233 6.04
69.8567 6.04
68.59 6.04
68.59 4.81
68.59 3.58
97.58 0.39
98.4125 0.39
99.245 0.39
99.245 8
98.4125 8
97.58 8
97.58 6.0975
97.58 4.195
97.58 2.2925
33.04 15.18
34.994 15.18
36.948 15.18
38.902 15.18
40.856 15.18
42.81 15.18
42.81 16.044
42.81 16.908
42.81 17.772
42.81 18.636
42.81 19.5
40.856 19.5
38.902 19.5
36.948 19.5
34.994 19.5
33.04 19.5
33.04 18.636
33.04 17.772
33.04 16.908
33.04 16.044
31.55 44.88
80.77 45.47
94.35 37.71
51.17 25.11
44.68 25.72
2.09 35.78
73.16 24.83
86.18 1.94
85.8786 3.065
85.055 3.88856
83.93 4.19
82.805 3.88856
81.9814 3.065
81.68 1.94
81.9814 0.815
85.8786 0.815
36.9 16.78
39.3967 16.78
41.8933 16.78
44.39 16.78
44.39 17.6167
44.39 18.4533
44.39 19.29
41.8933 19.29
39.3967 19.29
36.9 19.29
36.9 18.4533
36.9 17.6167
59.6 17.68
62.34 17.13
65.08 16.58
67.82 16.03
