200
36.1 33.82
69.11 13.56
56.51 30.06
86.62 26.99
46.86 48.89
19.95 27.77
21.84 27.77
23.74 27.77
25.63 27.77
27.52 27.77
27.52 30.26
27.52 32.74
27.52 35.23
27.52 37.71
25.63 37.71
23.74 37.71
21.84 37.71
19.95 37.71
19.95 35.23
19.95 32.74
19.95 30.26
66.86 8.19
81.72 39.25
17.19 31.59
86.45 9.66
75.19 1.85
13.07 5.24
24.61 26.44
23.74 29.4
21.41 31.42
18.36 31.85
15.56 30.57
13.89 27.98
13.89 24.9
15.56 22.31
18.36 21.03
21.41 21.46
23.74 23.48
77.11 18.59
76.16 21.52
73.66 23.34
70.58 23.34
68.08 21.52
67.13 18.59
68.08 15.66
70.58 13.84
73.66 13.84
76.16 15.66
83.84 46.16
82.85 45.53
81.86 44.9
80.87 44.27
71.89 12.27
71.52 13.54
70.52 14.4
69.22 14.59
68.02 14.04
67.3 12.93
67.3 11.61
68.02 10.5
69.22 9.95
70.52 10.14
71.52 11
30.01 40.5
29.44 42.46
27.89 43.79
25.87 44.08
24.02 43.24
22.92 41.52
22.92 39.48
24.02 37.76
25.87 36.92
27.89 37.21
29.44 38.54
33.87 29.3
33.37 31.48
31.98 33.22
29.97 34.19
27.73 34.19
25.72 33.22
24.33 31.48
23.83 29.3
24.33 27.12
25.72 25.38
27.73 24.41
29.97 24.41
31.98 25.38
33.37 27.12
78.97 10.31
91.99 4.01
48.07 28.14
2.46 25.56
46.6 2.73
47.37 3.23
41.61 26.35
7.84 14.89
76.93 46.89
1.91 31.38
93.65 45.92
87.65 39.95
85.35 48.02
28.82 3.14
28.36 4.71
27.12 5.79
25.5 6.02
24 5.34
23.12 3.96
23.12 2.32
24 0.94
25.5 0.26
27.12 0.49
28.36 1.57
75.3 30.07
82.44 42.36
87.12 38.06
41.78 20.52
25.16 4.81
31.91 21.05
68.6 13.21
65.72 13.91
62.84 14.61
59.96 15.31
57.08 16.01
75.14 28.18
74.71 30.2
73.5 31.87
71.71 32.9
69.66 33.11
67.7 32.48
66.17 31.1
65.33 29.21
65.33 27.15
66.17 25.26
67.7 23.88
69.66 23.25
71.71 23.46
73.5 24.49
74.71 26.16
74.76 42.73
74.41 44.37
73.42 45.73
71.97 46.57
70.3 46.75
68.7 46.23
67.45 45.1
66.77 43.57
66.77 41.89
67.45 40.36
68.7 39.23
70.3 38.71
71.97 38.89
73.42 39.73
74.41 41.09
70.7 36.63
72.11 36.63
73.52 36.63
74.92 36.63
76.33 36.63
76.33 38.51
76.33 40.39
76.33 42.27
76.33 44.15
74.92 44.15
73.52 44.15
72.11 44.15
70.7 44.15
70.7 42.27
70.7 40.39
70.7 38.51
27.94 10.85
27.24 13.01
25.4 14.35
23.12 14.35
21.28 13.01
20.58 10.85
21.28 8.69
23.12 7.35
25.4 7.35
27.24 8.69
14.31 32.23
50.87 5.18
38.73 39.57
15.82 27.26
25.86 32.74
32.11 1.26
44.11 45.25
86.7 34.06
61.39 9.19
16.93 11.15
15.01 40.47
29.24 43.55
30.77 43.55
32.3 43.55
33.84 43.55
35.37 43.55
36.9 43.55
36.9 45.54
36.9 47.52
36.9 49.51
29.24 49.51
