50
86.7 23.2
86.398 24.52
85.55 25.58
84.32 26.17
82.97 26.17
81.74 25.58
80.90 24.52
80.6 23.2
80.902 21.87
81.74 20.81
82.97 20.22
84.32 20.22
85.55 20.81
86.398 21.87
25.74 11.66
28.075 11.66
30.41 11.66
32.745 11.66
35.08 11.66
35.08 12.425
35.08 13.19
35.08 13.955
35.08 14.72
32.745 14.72
30.41 14.72
28.075 14.72
25.74 14.72
25.74 13.955
25.74 13.19
25.74 12.42
89.27 9.9
88.85 11.31
87.73 12.28
86.27 12.49
84.93 11.88
84.13 10.63
84.13 9.16
84.93 7.91
86.27 7.30
87.73 7.51
88.85 8.48
26.74 27.91
26.52 28.92
25.91 29.76
25.01 30.28
23.97 30.39
22.99 30.07
22.21 29.37
21.79 28.42
21.79 27.39
